"","site.ID","DateTimeAK","Discharge","NO3","fDOM","SPC","Turb","day"
"8215","CARI",2022-08-05 01:45:00,309.929333333333,22.7,40.5726666666667,89.0633333333333,2.33,2022-08-05
"8216","CARI",2022-08-05 02:00:00,309.864,22.8,40.578,89.112,2.37966666666667,2022-08-05
"8217","CARI",2022-08-05 02:15:00,310.17,22.8,40.5693333333333,89.2006666666667,2.30333333333333,2022-08-05
"8218","CARI",2022-08-05 02:30:00,311.718666666667,22.8,40.54,89.2903333333333,2.22133333333333,2022-08-05
"8219","CARI",2022-08-05 02:45:00,310.650666666667,22.9,40.3466666666667,89.3433333333333,2.17166666666667,2022-08-05
"8220","CARI",2022-08-05 03:00:00,311.721333333333,22.9,40.3573333333333,89.4256666666667,2.19433333333333,2022-08-05
"8221","CARI",2022-08-05 03:15:00,310.068,22.9,40.298,89.507,2.49466666666667,2022-08-05
"8222","CARI",2022-08-05 03:30:00,311.917333333333,22.9,40.1346666666667,89.5616666666667,2.58533333333333,2022-08-05
"8223","CARI",2022-08-05 03:45:00,312.323333333333,22.9,40.0153333333333,89.6086666666667,2.506,2022-08-05
"8224","CARI",2022-08-05 04:00:00,310.493333333333,23,39.9826666666667,89.628,2.417,2022-08-05
"8225","CARI",2022-08-05 04:15:00,311.705333333333,23,39.7946666666667,89.6983333333333,2.35933333333333,2022-08-05
"8226","CARI",2022-08-05 04:30:00,313.666,23,39.464,89.773,2.325,2022-08-05
"8227","CARI",2022-08-05 04:45:00,313.742666666667,23.1,39.7786666666667,89.8326666666667,2.33033333333333,2022-08-05
"8228","CARI",2022-08-05 05:00:00,314.200666666667,23.1,39.8526666666667,89.898,2.738,2022-08-05
"8229","CARI",2022-08-05 05:15:00,314.724666666667,23.1,39.7726666666667,89.933,2.769,2022-08-05
"8230","CARI",2022-08-05 05:30:00,314.243333333333,23.1,39.7693333333333,89.983,3.056,2022-08-05
"8231","CARI",2022-08-05 05:45:00,314.158,23.2,39.65,90.0306666666667,2.97766666666667,2022-08-05
"8232","CARI",2022-08-05 06:00:00,315.386,23.2,39.6686666666667,90.051,2.50666666666667,2022-08-05
"8233","CARI",2022-08-05 06:15:00,317.504666666667,23.3,39.8286666666667,90.0776666666667,2.22933333333333,2022-08-05
"8234","CARI",2022-08-05 06:30:00,317.131333333333,23.2,39.9266666666667,90.0643333333333,2.10833333333333,2022-08-05
"8235","CARI",2022-08-05 06:45:00,317.978666666667,23.2,40.0073333333333,90.063,2.055,2022-08-05
"8236","CARI",2022-08-05 07:00:00,316.673333333333,23.2,40.118,90.0473333333333,2.092,2022-08-05
"8237","CARI",2022-08-05 07:15:00,317.39,23.2,40.106,90.0246666666667,2.141,2022-08-05
"8238","CARI",2022-08-05 07:30:00,318.816666666667,23.1,40.122,90.032,2.19633333333333,2022-08-05
"8239","CARI",2022-08-05 07:45:00,319.822,23.1,40.1053333333333,89.9716666666667,2.24033333333333,2022-08-05
"8240","CARI",2022-08-05 08:00:00,319.672,23.1,40.156,89.8716666666667,2.29566666666667,2022-08-05
"8241","CARI",2022-08-05 08:15:00,321.496666666667,23.1,40.226,89.761,2.38233333333333,2022-08-05
"8242","CARI",2022-08-05 08:30:00,321.036666666667,23.1,40.212,89.677,2.36333333333333,2022-08-05
"8243","CARI",2022-08-05 08:45:00,321.940666666667,23.1,40.3653333333333,89.5783333333333,2.27,2022-08-05
"8244","CARI",2022-08-05 09:00:00,324.620666666667,23.1,40.5,89.4763333333333,2.241,2022-08-05
"8245","CARI",2022-08-05 09:15:00,324.312,23.1,40.61,89.368,2.24,2022-08-05
"8246","CARI",2022-08-05 09:30:00,326.216666666667,23,40.6833333333333,89.2206666666667,2.30433333333333,2022-08-05
"8247","CARI",2022-08-05 09:45:00,327.728,23.1,40.5593333333333,89.09,2.33866666666667,2022-08-05
"8248","CARI",2022-08-05 10:00:00,330.221333333333,23,40.594,88.9216666666667,2.30966666666667,2022-08-05
"8249","CARI",2022-08-05 10:15:00,332.860666666667,23,40.5633333333333,88.7516666666667,2.35866666666667,2022-08-05
"8250","CARI",2022-08-05 10:30:00,333.407333333333,23,40.52,88.6066666666667,2.37333333333333,2022-08-05
"8251","CARI",2022-08-05 10:45:00,333.715333333333,23,40.4946666666667,88.4636666666667,2.34533333333333,2022-08-05
"8252","CARI",2022-08-05 11:00:00,334.256666666667,23,40.476,88.333,2.588,2022-08-05
